text,sentiment
"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",positive
 i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,positive
 yea it is.  thanks for the link.,positive
forgot the pin of my debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,positive
Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,positive
 YEAY!. haha. thank you so much jiah,positive
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,positive
 bless her lil socks... think they need to rethink the age thing me,positive
happy mothers day to all   im off to spend the day with my family,positive
"winding down, love having a low key day.",positive
"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!",positive
 most likelyy. Just need to save the money and practice my **** off.,positive
It worked. Cool AND the gang!,positive
 Don`t worry you will have Ava to distract you on the flight,positive
it always rains right after i get my car washed,positive
"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",positive
Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,positive
 i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,positive
" 'might be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",positive
 I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,positive
Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,positive
"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",positive
 happy birthday corey!!,positive
sweet situations.,positive
 what I do now  anyhoo thanks for the *spank* :-O x,positive
 good night,positive
"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!",positive
 Lol  It`s like you have a cult.. haha,positive
 nah i understand you cant cancel i just wanted you to come,positive
I don`t think our ISP is too happy with us this weekend!,positive
Last week I had 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,positive
Very good morning! Coffee and a taylor swift cd starts it off,positive
Happy mother`s day everyone! still playing pet society!,positive
Ahhh mothers day  My first one YAY!!!,positive
Well goodnight all my twitter bugs sleep well,positive
 that was awesome!!,positive
  Joe and I loveee you.,positive
 remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,positive
 yeah they are basically awesome,positive
 Sounds like a good five days,positive
" Wishing you a very Happy Mother`s Day, Carina!!  Hugs...Joy",positive
 hope the presentation went well today?! tweet me if yr on campus tomorrow - I`ll be around from lunch time onwards,positive
" I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",positive
i have much to learn,positive
 Guess I`d better look out for a new best friend once those VIP tickets have been used! You won`t want me anymore!,positive
 ay uuuu  happy mothers day,positive
" Thanks for a great night, dear.  Perfectly completed my weekend.",positive
 at least after this you`ll be done!!,positive
Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table,positive
i love twitter,positive
Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,positive
watching this african music show on the tele  me loves ittttt,positive
" as nerdy as I am, I just found out it was Star Wars day today!  I love you D",positive
I really want to be a star...Hope Flawless will work,positive
"KERI HILSON- SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE **** DROPPER",positive
 yeah yeah gd night then,positive
I sewed my shirt  and I fail at screaming v_v but I had a quesadilla!  Quesadiaas are bombbb <3 I will try and scream another day! :],positive
 I would love to see the sun again.  It has been raining here for 3 days now.,positive
"Rachel Allens date bars, so easy to make   http://twitpic.com/4jas7",positive
 yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,positive
checking iDestroy sales.... sales are good,positive
"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple",positive
I do amazing at beer pong with my brother,positive
" thanks oscc  i have been changing it up lately, and I like this layout the most <33",positive
"Yum, just had a mickeyDs eggmcmuffin. McYum",positive
Thanks to my assignment im off to work today!,positive
listening to her stolen music. just loved it cause its free!,positive
up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays,positive
 as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets),positive
 ehhehehe thanks,positive
 YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,positive
 thank you! need to pass my test first,positive
I feel like dressing up for the heck of it.& putting make up on. Haha,positive
happy mothers day. ekin sayang mak!!!,positive
 ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,positive
 YES!!! haahaaa.! break out the jellybeaniesss!,positive
 happy birthday!!,positive
bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  & hopefully getting ears pierced again in a few weeks XD,positive
 THANKS!,positive
" Awesome! Saw you added me on MySpace, could you please >NOT< tag me in the photos there?  Thanks.",positive
Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in `darkest Africa`...,positive
 Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!,positive
 iloveyoumoreeee,positive
Waking Up In Vegas is goooooooooooooooooooooooood,positive
 lol! l love your tweets! Keep them coming,positive
Someone just admitted to having a crush on me.. That`s cool,positive
" so I wanted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...",positive
"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though",positive
"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz.",positive
 oh I love oreos!! U can`t get many varieties in the uk,positive
"retweet please  awesome kawaii, anime and cosplay items: http://bit.ly/cUjXg",positive
Thinkin` Twitter is interesting.,positive
just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
 thanks sooo much lil sis! you should have gone with us to the bird park.,positive
" i did, thanks laura",positive
Haha. It`s pretty good  they`re making something with chicken  yum!,positive
_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying.,positive
" great to hear you saw Slumdog Millionaire! And yes, that`s a Bollywood thing at the end",positive
" And ooh, you changed your Twitter name! I approve whole heartedly.",positive
" that is cute, a manly cute of course.  reminds me of a Scion",positive
" Okay, cool. Hope you had better dreams than you had last week.",positive
 Hey Dee... I wish I could make it to the mastermind session tomorrow  I`m in a wedding in Statesboro. hope to chat soon.,positive
I LOVE TWILIGHT !!!,positive
trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,positive
wish i was 17 again,positive
Loving my new HR monitor,positive
i`m just sooo in love....i think,positive
 Hope you feel better! If your alone we can talk until your ready to go to bed...I`m alone too,positive
 http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,positive
"yay sing it loud wed, fall out boy, all time low and cobra starship on friday  WIN",positive
_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,positive
_nyc hey sweetie. Cnt go fri  but thnks so much,positive
